amplicon	strand	treatment	sample	numerator	denominator	edited
chr12_133199694-133199883	-	untreated	NT-R2_S8	69	16033	0.004303623775962078
chr12_133199694-133199883	-	untreated	NT-R3_S9	50	9013	0.005547542438699656
chr12_3311817-3312020	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	20	3319	0.006025911419102139
chr12_3311817-3312020	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	9	2180	0.004128440366972477
chr12_3311817-3312020	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	101	12910	0.007823392718822618
chr12_3311817-3312020	-	untreated	NT-R1_S7	18	2152	0.008364312267657992
chr12_3311817-3312020	-	untreated	NT-R2_S8	26	3255	0.007987711213517665
chr12_3311817-3312020	-	untreated	NT-R3_S9	14	1482	0.009446693657219974
chr12_43070476-43070668	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	10	2196	0.004553734061930784
chr12_43070476-43070668	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	6	1811	0.0033130866924351186
chr12_43070476-43070668	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	9	2286	0.003937007874015748
chr12_43070476-43070668	-	untreated	NT-R1_S7	16	2072	0.007722007722007722
chr12_43070476-43070668	-	untreated	NT-R2_S8	9	2256	0.003989361702127659
chr12_43070476-43070668	-	untreated	NT-R3_S9	6	1344	0.004464285714285714
chr12_95232437-95232602	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	220	34755	0.006330024456912674
chr12_95232437-95232602	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	114	19910	0.005725765946760422
chr12_95232437-95232602	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	196	35063	0.005589938111399481
chr12_95232437-95232602	-	untreated	NT-R1_S7	134	21566	0.0062134841880738196
chr12_95232437-95232602	-	untreated	NT-R2_S8	162	32000	0.0050625
chr12_95232437-95232602	-	untreated	NT-R3_S9	85	16684	0.005094701510429154
chr14_92955814-92955983	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	18	4175	0.004311377245508982
chr14_92955814-92955983	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	17	2630	0.006463878326996198
chr14_92955814-92955983	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	32	5194	0.0061609549480169425
chr14_92955814-92955983	-	untreated	NT-R1_S7	18	2730	0.006593406593406593
chr14_92955814-92955983	-	untreated	NT-R2_S8	30	3976	0.007545271629778672
chr14_92955814-92955983	-	untreated	NT-R3_S9	13	2221	0.00585321927059883
chr15_28008753-28008910	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	16	4904	0.0032626427406199023
chr15_28008753-28008910	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	13	3019	0.004306061609804571
chr15_28008753-28008910	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	48	12159	0.003947693066864051
chr15_28008753-28008910	+	untreated	NT-R1_S7	23	3416	0.006733021077283372
chr15_28008753-28008910	+	untreated	NT-R2_S8	21	4625	0.00454054054054054
chr15_28008753-28008910	+	untreated	NT-R3_S9	12	2995	0.004006677796327212
chr15_78984224-78984415	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	235	41576	0.00565229940350202
chr15_78984224-78984415	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	162	24576	0.006591796875
chr15_78984224-78984415	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	293	44298	0.00661429409905639
chr15_78984224-78984415	-	untreated	NT-R1_S7	197	29729	0.006626526287463419
chr15_78984224-78984415	-	untreated	NT-R2_S8	278	41801	0.006650558599076577
chr15_78984224-78984415	-	untreated	NT-R3_S9	121	20292	0.005962941060516459
chr15_86628542-86628724	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	250	58484	0.0042746734149510975
chr15_86628542-86628724	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	187	37422	0.0049970605526161085
chr15_86628542-86628724	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	248	60215	0.00411857510587063
chr15_86628542-86628724	-	untreated	NT-R1_S7	248	44262	0.005603000316298405
chr15_86628542-86628724	-	untreated	NT-R2_S8	246	57742	0.004260330435384988
chr15_86628542-86628724	-	untreated	NT-R3_S9	135	25790	0.0052345870492438926
chr15_89124512-89124687	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	71	12259	0.0057916632678032464
chr15_89124512-89124687	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	31	6951	0.004459789958279384
chr15_89124512-89124687	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	81	14162	0.005719531139669538
chr15_89124512-89124687	-	untreated	NT-R1_S7	49	7902	0.0062009617818273854
chr15_89124512-89124687	-	untreated	NT-R2_S8	86	11546	0.0074484670015589815
chr15_89124512-89124687	-	untreated	NT-R3_S9	28	5548	0.005046863734679163
chr16_3515802-3515970	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	114	20176	0.005650277557494052
chr16_3515802-3515970	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	68	13248	0.005132850241545894
chr16_3515802-3515970	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	286	52538	0.005443678861014885
chr16_3515802-3515970	+	untreated	NT-R1_S7	73	14940	0.0048862115127175365
chr16_3515802-3515970	+	untreated	NT-R2_S8	102	19955	0.00511150087697319
chr16_3515802-3515970	+	untreated	NT-R3_S9	74	10972	0.0067444403937294934
chr16_545175-545416	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	109	16410	0.006642291285801341
chr16_545175-545416	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	77	12349	0.006235322698194185
chr16_545175-545416	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	432	58514	0.007382848549065181
chr16_545175-545416	+	untreated	NT-R1_S7	117	14917	0.007843400147482738
chr16_545175-545416	+	untreated	NT-R2_S8	129	17385	0.007420189818809319
chr16_545175-545416	+	untreated	NT-R3_S9	89	9527	0.009341870473391413
chr17_18914340-18914505	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	43	7085	0.006069160197600565
chr17_18914340-18914505	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	21	5313	0.003952569169960474
chr17_18914340-18914505	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	129	23998	0.005375447953996166
chr17_18914340-18914505	+	untreated	NT-R1_S7	26	5680	0.004577464788732394
chr17_18914340-18914505	+	untreated	NT-R2_S8	45	7378	0.006099213879100027
chr17_18914340-18914505	+	untreated	NT-R3_S9	27	4655	0.005800214822771214
chr17_2031349-2031574	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	17	3700	0.0045945945945945945
chr17_2031349-2031574	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	13	3656	0.0035557986870897156
chr17_2031349-2031574	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	31	6885	0.0045025417574437185
chr17_2031349-2031574	+	untreated	NT-R1_S7	20	4168	0.0047984644913627635
chr17_2031349-2031574	+	untreated	NT-R2_S8	36	4903	0.007342443401998776
chr17_2031349-2031574	+	untreated	NT-R3_S9	11	2708	0.004062038404726735
chr17_27228227-27228403	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	3	903	0.0033222591362126247
chr17_27228227-27228403	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	11	6733	0.0016337442447645924
chr17_27228227-27228403	+	untreated	NT-R2_S8	1	833	0.0012004801920768306
chr17_40220117-40220303	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	55	12040	0.004568106312292359
chr17_40220117-40220303	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	48	9049	0.005304453530776881
chr17_40220117-40220303	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	262	49557	0.005286841414936336
chr17_40220117-40220303	-	untreated	NT-R1_S7	57	9659	0.005901232011595404
chr17_40220117-40220303	-	untreated	NT-R2_S8	53	13045	0.004062859333077808
chr17_40220117-40220303	-	untreated	NT-R3_S9	27	6483	0.0041647385469689956
chr17_40847661-40847818	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	60	12217	0.0049111893263485305
chr17_40847661-40847818	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	57	7927	0.0071906143559984865
chr17_40847661-40847818	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	134	20624	0.0064972847168347555
chr17_40847661-40847818	-	untreated	NT-R1_S7	46	8379	0.005489915264351355
chr17_40847661-40847818	-	untreated	NT-R2_S8	57	11940	0.004773869346733669
chr17_40847661-40847818	-	untreated	NT-R3_S9	37	6304	0.005869289340101523
chr17_45005333-45005512	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	41	13063	0.0031386358416902703
chr17_45005333-45005512	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	68	12397	0.005485198031781883
chr17_45005333-45005512	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	139	22044	0.006305570676828162
chr17_45005333-45005512	-	untreated	NT-R1_S7	57	13488	0.004225978647686833
chr17_45005333-45005512	-	untreated	NT-R2_S8	62	15364	0.00403540744597761
chr17_45005333-45005512	-	untreated	NT-R3_S9	35	9489	0.003688481399515228
chr17_52382550-52382778	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	95	27244	0.0034870063133166937
chr17_52382550-52382778	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	79	14953	0.005283220758376245
chr17_52382550-52382778	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	76	19201	0.003958127180875996
chr17_52382550-52382778	-	untreated	NT-R1_S7	77	16728	0.004603060736489718
chr17_52382550-52382778	-	untreated	NT-R2_S8	82	23371	0.003508621796243207
chr17_52382550-52382778	-	untreated	NT-R3_S9	45	11503	0.003912022950534643
chr17_61511269-61511475	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	18	3248	0.005541871921182266
chr17_61511269-61511475	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	4	2158	0.0018535681186283596
chr17_61511269-61511475	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	35	9245	0.0037858301784748512
chr17_61511269-61511475	-	untreated	NT-R1_S7	9	2621	0.0034338038916444107
chr17_61511269-61511475	-	untreated	NT-R2_S8	5	3342	0.0014961101137043686
chr17_61511269-61511475	-	untreated	NT-R3_S9	8	1919	0.004168837936425221
chr17_76300934-76301163	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	109	23810	0.004577908441831163
chr17_76300934-76301163	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	98	16090	0.006090739589807334
chr17_76300934-76301163	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	296	58517	0.005058359109318659
chr17_76300934-76301163	-	untreated	NT-R1_S7	107	19116	0.005597405314919439
chr17_76300934-76301163	-	untreated	NT-R2_S8	122	25278	0.004826331197088377
chr17_76300934-76301163	-	untreated	NT-R3_S9	56	13235	0.004231205137891953
chr17_77652091-77652331	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	307	53932	0.005692353333827783
chr17_77652091-77652331	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	195	37646	0.005179833182808267
chr17_77652091-77652331	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	368	72950	0.005044551062371488
chr17_77652091-77652331	-	untreated	NT-R1_S7	265	45351	0.005843311062600604
chr17_77652091-77652331	-	untreated	NT-R2_S8	308	54517	0.005649613881908396
chr17_77652091-77652331	-	untreated	NT-R3_S9	145	30564	0.004744143436722942
chr18_11041813-11042050	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	33	12660	0.0026066350710900474
chr18_11041813-11042050	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	21	8141	0.0025795356835769563
chr18_11041813-11042050	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	57	15018	0.0037954454654414702
chr18_11041813-11042050	-	untreated	NT-R1_S7	20	8293	0.002411672494875196
chr18_11041813-11042050	-	untreated	NT-R2_S8	37	11461	0.0032283395864235232
chr18_11041813-11042050	-	untreated	NT-R3_S9	14	5754	0.0024330900243309003
chr18_29580811-29580990	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	52	9175	0.005667574931880109
chr18_29580811-29580990	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	23	6092	0.0037754432042022322
chr18_29580811-29580990	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	96	13136	0.007308160779537149
chr18_29580811-29580990	+	untreated	NT-R1_S7	31	7144	0.004339305711086226
chr18_29580811-29580990	+	untreated	NT-R2_S8	47	9370	0.005016008537886873
chr18_29580811-29580990	+	untreated	NT-R3_S9	29	5258	0.005515405096995055
chr18_49218685-49218869	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	125	35402	0.003530873961923055
chr18_49218685-49218869	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	111	23467	0.004730046448203861
chr18_49218685-49218869	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	147	35991	0.004084354421938818
chr18_49218685-49218869	-	untreated	NT-R1_S7	106	26935	0.003935400037126415
chr18_49218685-49218869	-	untreated	NT-R2_S8	128	35439	0.003611840063207201
chr18_49218685-49218869	-	untreated	NT-R3_S9	83	17166	0.004835139228707911
chr18_74171030-74171264	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	26	4273	0.006084717996723613
chr18_74171030-74171264	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	16	4655	0.0034371643394199786
chr18_74171030-74171264	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	86	24106	0.0035675765369617522
chr18_74171030-74171264	-	untreated	NT-R1_S7	22	5434	0.004048582995951417
chr18_74171030-74171264	-	untreated	NT-R2_S8	23	5534	0.0041561257679797615
chr18_74171030-74171264	-	untreated	NT-R3_S9	9	2127	0.004231311706629055
chr19_1392927-1393124	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	3	999	0.003003003003003003
chr19_1392927-1393124	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	38	5123	0.0074175287917235995
chr19_1392927-1393124	-	untreated	NT-R1_S7	5	649	0.007704160246533128
chr19_1392927-1393124	-	untreated	NT-R2_S8	7	1101	0.006357856494096276
chr19_55951987-55952150	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	10	1190	0.008403361344537815
chr19_55951987-55952150	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	2	898	0.0022271714922048997
chr19_55951987-55952150	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	63	8574	0.00734779566130161
chr19_55951987-55952150	+	untreated	NT-R1_S7	9	1145	0.007860262008733625
chr19_55951987-55952150	+	untreated	NT-R2_S8	3	1336	0.002245508982035928
chr19_55951987-55952150	+	untreated	NT-R3_S9	11	724	0.015193370165745856
chr1_111032325-111032499	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	129	26455	0.004876204876204876
chr1_111032325-111032499	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	116	16895	0.006865936667653152
chr1_111032325-111032499	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	181	34652	0.005223363730809188
chr1_111032325-111032499	-	untreated	NT-R1_S7	125	20080	0.006225099601593625
chr1_111032325-111032499	-	untreated	NT-R2_S8	135	28026	0.004816955684007707
chr1_111032325-111032499	-	untreated	NT-R3_S9	59	14349	0.004111784793365391
chr1_18484952-18485140	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	14	3967	0.0035291152004033274
chr1_18484952-18485140	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	8	2139	0.0037400654511453952
chr1_18484952-18485140	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	18	3914	0.004598875830352581
chr1_18484952-18485140	-	untreated	NT-R1_S7	8	2563	0.0031213421771361686
chr1_18484952-18485140	-	untreated	NT-R2_S8	8	3443	0.0023235550392099913
chr1_18484952-18485140	-	untreated	NT-R3_S9	6	1948	0.003080082135523614
chr1_198946376-198946549	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	126	28899	0.004360012457178449
chr1_198946376-198946549	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	68	14745	0.004611732790776534
chr1_198946376-198946549	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	113	21776	0.005189199118295371
chr1_198946376-198946549	+	untreated	NT-R1_S7	74	16570	0.004465902232951117
chr1_198946376-198946549	+	untreated	NT-R2_S8	108	23767	0.004544115790802373
chr1_198946376-198946549	+	untreated	NT-R3_S9	41	11487	0.0035692521981370243
chr1_2045336-2045540	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	70	11663	0.006001886307125097
chr1_2045336-2045540	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	49	9555	0.005128205128205128
chr1_2045336-2045540	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	163	28299	0.00575992084525955
chr1_2045336-2045540	-	untreated	NT-R1_S7	69	10733	0.0064287710798472
chr1_2045336-2045540	-	untreated	NT-R2_S8	62	11966	0.0051813471502590676
chr1_2045336-2045540	-	untreated	NT-R3_S9	26	6228	0.004174694926140013
chr1_209423825-209424003	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	136	39590	0.003435210911846426
chr1_209423825-209424003	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	101	28274	0.0035721864610596308
chr1_209423825-209424003	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	222	52197	0.004253117995287085
chr1_209423825-209424003	-	untreated	NT-R1_S7	127	30096	0.004219829877724615
chr1_209423825-209424003	-	untreated	NT-R2_S8	152	41837	0.003633147692234147
chr1_209423825-209424003	-	untreated	NT-R3_S9	62	22165	0.002797202797202797
chr1_210794357-210794520	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	78	45607	0.0017102637752976517
chr1_210794357-210794520	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	49	28059	0.0017463202537510245
chr1_210794357-210794520	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	78	42666	0.0018281535648994515
chr1_210794357-210794520	-	untreated	NT-R1_S7	52	29989	0.0017339691220114042
chr1_210794357-210794520	-	untreated	NT-R2_S8	73	41354	0.0017652464090535378
chr1_210794357-210794520	-	untreated	NT-R3_S9	35	20245	0.001728821931341072
chr1_27293403-27293618	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	72	15689	0.004589202626043725
chr1_27293403-27293618	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	38	10620	0.0035781544256120526
chr1_27293403-27293618	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	188	46555	0.004038234346471915
chr1_27293403-27293618	-	untreated	NT-R1_S7	30	10997	0.0027280167318359553
chr1_27293403-27293618	-	untreated	NT-R2_S8	61	14762	0.004132231404958678
chr1_27293403-27293618	-	untreated	NT-R3_S9	27	6802	0.003969420758600412
chr20_1797181-1797350	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	89	24357	0.0036539803752514677
chr20_1797181-1797350	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	50	14851	0.003366776648037169
chr20_1797181-1797350	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	151	37211	0.0040579398564940476
chr20_1797181-1797350	+	untreated	NT-R1_S7	71	16778	0.0042317320300393375
chr20_1797181-1797350	+	untreated	NT-R2_S8	98	22737	0.00431015525355148
chr20_1797181-1797350	+	untreated	NT-R3_S9	43	11730	0.0036658141517476556
chr20_2127723-2127883	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	132	35487	0.003719671992560656
chr20_2127723-2127883	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	82	21832	0.0037559545621106633
chr20_2127723-2127883	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	160	40662	0.003934877772859181
chr20_2127723-2127883	+	untreated	NT-R1_S7	112	24193	0.004629438267267391
chr20_2127723-2127883	+	untreated	NT-R2_S8	142	34926	0.004065738991009563
chr20_2127723-2127883	+	untreated	NT-R3_S9	56	18093	0.0030951196595368374
chr20_29938364-29938551	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	120	33124	0.003622750875498128
chr20_29938364-29938551	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	73	18771	0.0038889776783336
chr20_29938364-29938551	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	129	30080	0.004288563829787234
chr20_29938364-29938551	-	untreated	NT-R1_S7	67	20158	0.0033237424347653537
chr20_29938364-29938551	-	untreated	NT-R2_S8	71	27913	0.0025436176691864005
chr20_29938364-29938551	-	untreated	NT-R3_S9	38	13696	0.0027745327102803737
chr20_4679914-4680144	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	1404	3174	0.44234404536862004
chr20_4679914-4680144	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	1137	2649	0.42921857304643263
chr20_4679914-4680144	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	3124	6481	0.48202437895386513
chr20_4679914-4680144	+	untreated	NT-R1_S7	25	3347	0.007469375560203167
chr20_4679914-4680144	+	untreated	NT-R2_S8	14	3526	0.003970504821327283
chr20_4679914-4680144	+	untreated	NT-R3_S9	16	2346	0.0068201193520886615
chr20_49574726-49574919	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	390	13878	0.028102031993082578
chr20_49574726-49574919	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	345	12172	0.02834373973052908
chr20_49574726-49574919	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	662	25634	0.02582507607084341
chr20_49574726-49574919	+	untreated	NT-R1_S7	440	14819	0.02969161211957622
chr20_49574726-49574919	+	untreated	NT-R2_S8	483	17877	0.027017956032891425
chr20_49574726-49574919	+	untreated	NT-R3_S9	217	8922	0.02432190091907644
chr20_60983847-60984033	-	unsorted BE3.9max-treated	BE39max-US-R1_S1	8	1216	0.006578947368421052
chr20_60983847-60984033	-	unsorted BE3.9max-treated	BE39max-US-R2_S3	9	799	0.011264080100125156
chr20_60983847-60984033	-	unsorted BE3.9max-treated	BE39max-US-R3_S5	91	7899	0.011520445626028612
chr20_60983847-60984033	-	untreated	NT-R1_S7	7	1051	0.006660323501427212
chr20_60983847-60984033	-	untreated	NT-R2_S8	8	1201	0.006661115736885929
chr20_60983847-60984033	-	untreated	NT-R3_S9	4	570	0.007017543859649123
chr21_46153848-46154025	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	47	14526	0.0032355775850199642
chr21_46153848-46154025	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	50	9813	0.0050952817690818305
chr21_46153848-46154025	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	142	45508	0.0031203304913421815
chr21_46153848-46154025	+	untreated	NT-R1_S7	48	11184	0.004291845493562232
chr21_46153848-46154025	+	untreated	NT-R2_S8	53	14745	0.0035944387928111225
chr21_46153848-46154025	+	untreated	NT-R3_S9	24	7813	0.0030718034045821067
chr22_20194212-20194370	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	4	1076	0.0037174721189591076
chr22_20194212-20194370	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	5	1225	0.004081632653061225
chr22_20194212-20194370	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	19	3496	0.005434782608695652
chr22_20194212-20194370	+	untreated	NT-R1_S7	14	1381	0.010137581462708182
chr22_20194212-20194370	+	untreated	NT-R2_S8	13	1313	0.009900990099009901
chr22_20194212-20194370	+	untreated	NT-R3_S9	4	972	0.00411522633744856
chr2_20345637-20345817	+	unsorted BE3.9max-treated	BE39max-US-R1_S1	180	36972	0.004868549172346641
chr2_20345637-20345817	+	unsorted BE3.9max-treated	BE39max-US-R2_S3	102	22809	0.004471918979350256
chr2_20345637-20345817	+	unsorted BE3.9max-treated	BE39max-US-R3_S5	237	42642	0.0055579006613198255
chr2_20345637-20345817	+	untreated	NT-R1_S7	115	24237	0.004744811651607047
chr2_20345637-20345817	+	untreated	NT-R2_S8	154	36634	0.004203745154774253
chr2_20345637-20345817	+	untreated	NT-R3_S9	84	19057	0.0044078291441465075
