amplicon	strand	treatment	sample	numerator	denominator	edited
chr11_3938398-3938568	-	untreated	OT-hR37X-NT-R2_S8	98	21224	0.004617414248021108
chr11_3938398-3938568	-	untreated	OT-hR37X-NT-R3_S9	50	14532	0.0034406826314340765
chr11_60615875-60616034	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	32	8472	0.003777148253068933
chr11_60615875-60616034	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	81	13090	0.006187929717341482
chr11_60615875-60616034	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	86	18676	0.004604840436924395
chr11_60615875-60616034	-	untreated	OT-hR37X-NT-R1_S7	61	12725	0.004793713163064833
chr11_60615875-60616034	-	untreated	OT-hR37X-NT-R2_S8	73	11870	0.006149957877000843
chr11_60615875-60616034	-	untreated	OT-hR37X-NT-R3_S9	41	9120	0.004495614035087719
chr12_117452896-117453078	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	84	2136	0.03932584269662921
chr12_117452896-117453078	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	126	3564	0.03535353535353535
chr12_117452896-117453078	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	165	4631	0.035629453681710214
chr12_117452896-117453078	+	untreated	OT-hR37X-NT-R1_S7	137	3628	0.03776185226019846
chr12_117452896-117453078	+	untreated	OT-hR37X-NT-R2_S8	125	3145	0.0397456279809221
chr12_117452896-117453078	+	untreated	OT-hR37X-NT-R3_S9	80	2560	0.03125
chr12_122502982-122503164	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	300	6407	0.046823786483533636
chr12_122502982-122503164	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	551	10273	0.05363574418378273
chr12_122502982-122503164	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	118	11000	0.010727272727272728
chr12_122502982-122503164	-	untreated	OT-hR37X-NT-R1_S7	41	9648	0.004249585406301824
chr12_122502982-122503164	-	untreated	OT-hR37X-NT-R2_S8	38	9622	0.003949282893369362
chr12_122502982-122503164	-	untreated	OT-hR37X-NT-R3_S9	35	7436	0.004706831629908553
chr12_133199694-133199883	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	23	6546	0.003513596089214788
chr12_133199694-133199883	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	50	10036	0.004982064567556795
chr12_133199694-133199883	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	73	13592	0.0053708063566804
chr12_133199694-133199883	-	untreated	OT-hR37X-NT-R1_S7	65	10598	0.006133232685412342
chr12_133199694-133199883	-	untreated	OT-hR37X-NT-R2_S8	39	8054	0.004842314377948845
chr12_133199694-133199883	-	untreated	OT-hR37X-NT-R3_S9	45	7192	0.006256952169076752
chr12_3311817-3312020	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	8	1262	0.006339144215530904
chr12_3311817-3312020	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	17	1821	0.009335529928610654
chr12_3311817-3312020	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	25	3283	0.007614986293024673
chr12_3311817-3312020	-	untreated	OT-hR37X-NT-R1_S7	12	1740	0.006896551724137931
chr12_3311817-3312020	-	untreated	OT-hR37X-NT-R2_S8	10	1805	0.00554016620498615
chr12_3311817-3312020	-	untreated	OT-hR37X-NT-R3_S9	1	1369	7.304601899196494e-4
chr12_43070476-43070668	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	0	1024	0
chr12_43070476-43070668	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	9	1906	0.00472193074501574
chr12_43070476-43070668	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	3	948	0.0031645569620253164
chr12_43070476-43070668	-	untreated	OT-hR37X-NT-R1_S7	9	1779	0.00505902192242833
chr12_43070476-43070668	-	untreated	OT-hR37X-NT-R2_S8	7	1185	0.00590717299578059
chr12_43070476-43070668	-	untreated	OT-hR37X-NT-R3_S9	6	1213	0.00494641384995878
chr12_95232437-95232602	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	65	12990	0.0050038491147036184
chr12_95232437-95232602	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	118	20637	0.005717885351553036
chr12_95232437-95232602	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	82	14087	0.00582096968836516
chr12_95232437-95232602	-	untreated	OT-hR37X-NT-R1_S7	112	18636	0.0060098733633827004
chr12_95232437-95232602	-	untreated	OT-hR37X-NT-R2_S8	94	17001	0.005529086524322099
chr12_95232437-95232602	-	untreated	OT-hR37X-NT-R3_S9	95	14717	0.006455119929333424
chr14_92955814-92955983	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	9	1835	0.004904632152588556
chr14_92955814-92955983	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	15	2355	0.006369426751592357
chr14_92955814-92955983	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	8	1993	0.004014049172102358
chr14_92955814-92955983	-	untreated	OT-hR37X-NT-R1_S7	8	2349	0.0034057045551298426
chr14_92955814-92955983	-	untreated	OT-hR37X-NT-R2_S8	11	2195	0.005011389521640091
chr14_92955814-92955983	-	untreated	OT-hR37X-NT-R3_S9	10	1895	0.005277044854881266
chr15_28008753-28008910	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	2	2253	8.87705281846427e-4
chr15_28008753-28008910	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	12	3481	0.0034472852628555013
chr15_28008753-28008910	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	24	4505	0.005327413984461709
chr15_28008753-28008910	+	untreated	OT-hR37X-NT-R1_S7	10	2524	0.003961965134706815
chr15_28008753-28008910	+	untreated	OT-hR37X-NT-R2_S8	7	2603	0.002689204763734153
chr15_28008753-28008910	+	untreated	OT-hR37X-NT-R3_S9	7	2467	0.002837454398054317
chr15_78984224-78984415	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	111	15932	0.00696711021842832
chr15_78984224-78984415	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	172	23538	0.007307332823519416
chr15_78984224-78984415	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	96	16872	0.005689900426742532
chr15_78984224-78984415	-	untreated	OT-hR37X-NT-R1_S7	152	24433	0.006221094421479147
chr15_78984224-78984415	-	untreated	OT-hR37X-NT-R2_S8	159	24044	0.0066128763932789885
chr15_78984224-78984415	-	untreated	OT-hR37X-NT-R3_S9	133	17392	0.00764719411223551
chr15_86628542-86628724	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	130	25374	0.005123354614960196
chr15_86628542-86628724	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	187	39938	0.004682257499123641
chr15_86628542-86628724	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	96	21642	0.004435819240365955
chr15_86628542-86628724	-	untreated	OT-hR37X-NT-R1_S7	191	39233	0.004868350623199858
chr15_86628542-86628724	-	untreated	OT-hR37X-NT-R2_S8	176	36456	0.0048277375466315555
chr15_86628542-86628724	-	untreated	OT-hR37X-NT-R3_S9	114	24148	0.004720887858207719
chr15_89124512-89124687	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	33	4860	0.006790123456790123
chr15_89124512-89124687	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	32	6982	0.004583213978802635
chr15_89124512-89124687	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	39	5450	0.007155963302752293
chr15_89124512-89124687	-	untreated	OT-hR37X-NT-R1_S7	43	6922	0.006212077434267552
chr15_89124512-89124687	-	untreated	OT-hR37X-NT-R2_S8	40	7084	0.00564652738565782
chr15_89124512-89124687	-	untreated	OT-hR37X-NT-R3_S9	34	5410	0.006284658040665434
chr16_3515802-3515970	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	32	8322	0.0038452295121365054
chr16_3515802-3515970	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	85	13455	0.0063173541434411
chr16_3515802-3515970	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	101	18222	0.005542750521347822
chr16_3515802-3515970	+	untreated	OT-hR37X-NT-R1_S7	64	13022	0.004914759637536477
chr16_3515802-3515970	+	untreated	OT-hR37X-NT-R2_S8	60	11948	0.0050217609641781055
chr16_3515802-3515970	+	untreated	OT-hR37X-NT-R3_S9	63	9640	0.006535269709543569
chr16_545175-545416	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	56	7350	0.007619047619047619
chr16_545175-545416	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	84	11393	0.007372948301588695
chr16_545175-545416	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	104	17506	0.005940820290186222
chr16_545175-545416	+	untreated	OT-hR37X-NT-R1_S7	63	11057	0.005697748032920322
chr16_545175-545416	+	untreated	OT-hR37X-NT-R2_S8	60	8290	0.007237635705669481
chr16_545175-545416	+	untreated	OT-hR37X-NT-R3_S9	60	7389	0.008120178643930167
chr17_18914340-18914505	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	13	3134	0.004148053605615826
chr17_18914340-18914505	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	28	5923	0.004727334121222354
chr17_18914340-18914505	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	46	8166	0.005633112907176096
chr17_18914340-18914505	+	untreated	OT-hR37X-NT-R1_S7	18	4978	0.0036159100040176776
chr17_18914340-18914505	+	untreated	OT-hR37X-NT-R2_S8	23	4577	0.005025125628140704
chr17_18914340-18914505	+	untreated	OT-hR37X-NT-R3_S9	22	4099	0.005367162722615272
chr17_2031349-2031574	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	4	1336	0.0029940119760479044
chr17_2031349-2031574	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	14	2585	0.005415860735009671
chr17_2031349-2031574	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	7	1864	0.0037553648068669528
chr17_2031349-2031574	+	untreated	OT-hR37X-NT-R1_S7	16	2196	0.007285974499089253
chr17_2031349-2031574	+	untreated	OT-hR37X-NT-R2_S8	8	1625	0.004923076923076923
chr17_2031349-2031574	+	untreated	OT-hR37X-NT-R3_S9	2	1641	0.001218769043266301
chr17_40220117-40220303	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	22	4940	0.004453441295546558
chr17_40220117-40220303	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	48	8426	0.005696653216235461
chr17_40220117-40220303	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	67	13145	0.005096995055154051
chr17_40220117-40220303	-	untreated	OT-hR37X-NT-R1_S7	46	7314	0.006289308176100629
chr17_40220117-40220303	-	untreated	OT-hR37X-NT-R2_S8	36	6735	0.005345211581291759
chr17_40220117-40220303	-	untreated	OT-hR37X-NT-R3_S9	24	5175	0.00463768115942029
chr17_40847661-40847818	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	34	4706	0.007224819379515512
chr17_40847661-40847818	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	61	7544	0.008085896076352067
chr17_40847661-40847818	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	51	7412	0.006880733944954129
chr17_40847661-40847818	-	untreated	OT-hR37X-NT-R1_S7	40	6658	0.006007810153199159
chr17_40847661-40847818	-	untreated	OT-hR37X-NT-R2_S8	32	6419	0.004985200186945007
chr17_40847661-40847818	-	untreated	OT-hR37X-NT-R3_S9	26	5360	0.004850746268656716
chr17_45005333-45005512	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	26	6031	0.004311059525783452
chr17_45005333-45005512	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	47	10384	0.0045261941448382125
chr17_45005333-45005512	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	23	7608	0.0030231335436382754
chr17_45005333-45005512	-	untreated	OT-hR37X-NT-R1_S7	47	9734	0.004828436408465173
chr17_45005333-45005512	-	untreated	OT-hR37X-NT-R2_S8	21	6940	0.0030259365994236313
chr17_45005333-45005512	-	untreated	OT-hR37X-NT-R3_S9	24	7315	0.0032809295967190706
chr17_52382550-52382778	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	47	11072	0.0042449421965317915
chr17_52382550-52382778	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	56	16420	0.00341047503045067
chr17_52382550-52382778	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	34	8126	0.0041841004184100415
chr17_52382550-52382778	-	untreated	OT-hR37X-NT-R1_S7	68	14595	0.004659129838985954
chr17_52382550-52382778	-	untreated	OT-hR37X-NT-R2_S8	50	13870	0.003604902667627974
chr17_52382550-52382778	-	untreated	OT-hR37X-NT-R3_S9	41	10793	0.0037987584545538773
chr17_61511269-61511475	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	10	1468	0.006811989100817439
chr17_61511269-61511475	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	6	2421	0.0024783147459727386
chr17_61511269-61511475	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	11	3102	0.0035460992907801418
chr17_61511269-61511475	-	untreated	OT-hR37X-NT-R1_S7	7	1657	0.004224502112251056
chr17_61511269-61511475	-	untreated	OT-hR37X-NT-R2_S8	2	1395	0.0014336917562724014
chr17_61511269-61511475	-	untreated	OT-hR37X-NT-R3_S9	7	1492	0.004691689008042895
chr17_76300934-76301163	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	60	10539	0.00569313976658127
chr17_76300934-76301163	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	115	16968	0.006777463460631778
chr17_76300934-76301163	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	114	21367	0.005335330182056442
chr17_76300934-76301163	-	untreated	OT-hR37X-NT-R1_S7	82	14727	0.005568004345759489
chr17_76300934-76301163	-	untreated	OT-hR37X-NT-R2_S8	68	13468	0.005049005049005049
chr17_76300934-76301163	-	untreated	OT-hR37X-NT-R3_S9	63	10628	0.005927738050432819
chr17_77652091-77652331	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	102	24151	0.004223427601341559
chr17_77652091-77652331	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	208	39525	0.005262492093611638
chr17_77652091-77652331	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	155	25768	0.006015212666873642
chr17_77652091-77652331	-	untreated	OT-hR37X-NT-R1_S7	196	33667	0.005821724537380818
chr17_77652091-77652331	-	untreated	OT-hR37X-NT-R2_S8	139	26175	0.005310410697230181
chr17_77652091-77652331	-	untreated	OT-hR37X-NT-R3_S9	123	24200	0.005082644628099173
chr18_11041813-11042050	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	14	5229	0.002677376171352075
chr18_11041813-11042050	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	23	7741	0.0029711923524092495
chr18_11041813-11042050	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	9	5635	0.0015971606033717836
chr18_11041813-11042050	-	untreated	OT-hR37X-NT-R1_S7	18	6899	0.002609073778808523
chr18_11041813-11042050	-	untreated	OT-hR37X-NT-R2_S8	23	6004	0.0038307794803464357
chr18_11041813-11042050	-	untreated	OT-hR37X-NT-R3_S9	11	4956	0.00221953188054883
chr18_29580811-29580990	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	12	3588	0.0033444816053511705
chr18_29580811-29580990	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	27	6063	0.004453240969816922
chr18_29580811-29580990	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	34	5402	0.006293965198074787
chr18_29580811-29580990	+	untreated	OT-hR37X-NT-R1_S7	27	5647	0.0047812998052063045
chr18_29580811-29580990	+	untreated	OT-hR37X-NT-R2_S8	22	5011	0.004390341249251646
chr18_29580811-29580990	+	untreated	OT-hR37X-NT-R3_S9	20	4321	0.004628558204119417
chr18_49218685-49218869	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	82	15513	0.005285889254173918
chr18_49218685-49218869	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	124	24855	0.004988935827801248
chr18_49218685-49218869	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	59	12085	0.0048820852296235
chr18_49218685-49218869	-	untreated	OT-hR37X-NT-R1_S7	129	23102	0.005583932127088563
chr18_49218685-49218869	-	untreated	OT-hR37X-NT-R2_S8	103	20795	0.004953113729261842
chr18_49218685-49218869	-	untreated	OT-hR37X-NT-R3_S9	93	15594	0.00596383224317045
chr18_74171030-74171264	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	5	1940	0.002577319587628866
chr18_74171030-74171264	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	17	5044	0.0033703409992069788
chr18_74171030-74171264	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	40	9386	0.004261666311527808
chr18_74171030-74171264	-	untreated	OT-hR37X-NT-R1_S7	18	3865	0.004657179818887452
chr18_74171030-74171264	-	untreated	OT-hR37X-NT-R2_S8	12	2309	0.00519705500216544
chr18_74171030-74171264	-	untreated	OT-hR37X-NT-R3_S9	4	1685	0.002373887240356083
chr1_111032325-111032499	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	88	11130	0.007906558849955076
chr1_111032325-111032499	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	132	17834	0.0074015924638331275
chr1_111032325-111032499	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	71	12079	0.005877970030631675
chr1_111032325-111032499	-	untreated	OT-hR37X-NT-R1_S7	97	16259	0.005965926563749308
chr1_111032325-111032499	-	untreated	OT-hR37X-NT-R2_S8	82	15256	0.005374934452018878
chr1_111032325-111032499	-	untreated	OT-hR37X-NT-R3_S9	75	12176	0.006159658344283837
chr1_18484952-18485140	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	6	1766	0.0033975084937712344
chr1_18484952-18485140	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	14	2519	0.0055577610162763
chr1_18484952-18485140	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	6	1772	0.003386004514672686
chr1_18484952-18485140	-	untreated	OT-hR37X-NT-R1_S7	7	2069	0.0033832769453842437
chr1_18484952-18485140	-	untreated	OT-hR37X-NT-R2_S8	7	1832	0.003820960698689956
chr1_18484952-18485140	-	untreated	OT-hR37X-NT-R3_S9	6	1643	0.0036518563603164943
chr1_198946376-198946549	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	290	11101	0.026123772633096117
chr1_198946376-198946549	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	373	14850	0.02511784511784512
chr1_198946376-198946549	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	165	8041	0.02051983584131327
chr1_198946376-198946549	+	untreated	OT-hR37X-NT-R1_S7	322	14582	0.022082018927444796
chr1_198946376-198946549	+	untreated	OT-hR37X-NT-R2_S8	414	14938	0.027714553487749365
chr1_198946376-198946549	+	untreated	OT-hR37X-NT-R3_S9	231	10120	0.02282608695652174
chr1_2045336-2045540	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	25	4056	0.00616370808678501
chr1_2045336-2045540	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	40	7209	0.0055486197808295185
chr1_2045336-2045540	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	54	7416	0.007281553398058253
chr1_2045336-2045540	-	untreated	OT-hR37X-NT-R1_S7	43	7764	0.005538382277176713
chr1_2045336-2045540	-	untreated	OT-hR37X-NT-R2_S8	45	6635	0.006782215523737754
chr1_2045336-2045540	-	untreated	OT-hR37X-NT-R3_S9	25	4488	0.005570409982174688
chr1_209423825-209424003	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	58	19701	0.0029440129942642505
chr1_209423825-209424003	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	139	33021	0.004209442476000121
chr1_209423825-209424003	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	92	21362	0.004306712854601629
chr1_209423825-209424003	-	untreated	OT-hR37X-NT-R1_S7	115	26488	0.004341588643914225
chr1_209423825-209424003	-	untreated	OT-hR37X-NT-R2_S8	111	25387	0.004372316539961398
chr1_209423825-209424003	-	untreated	OT-hR37X-NT-R3_S9	77	20133	0.0038245666318978792
chr1_210794357-210794520	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	39	17496	0.0022290809327846365
chr1_210794357-210794520	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	55	27426	0.0020053963392401373
chr1_210794357-210794520	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	47	15653	0.003002619306203284
chr1_210794357-210794520	-	untreated	OT-hR37X-NT-R1_S7	55	24847	0.0022135469070712764
chr1_210794357-210794520	-	untreated	OT-hR37X-NT-R2_S8	36	23112	0.001557632398753894
chr1_210794357-210794520	-	untreated	OT-hR37X-NT-R3_S9	31	17506	0.0017708214326516622
chr1_27293403-27293618	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	22	5856	0.003756830601092896
chr1_27293403-27293618	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	28	9726	0.0028788813489615465
chr1_27293403-27293618	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	41	14533	0.002821165623064749
chr1_27293403-27293618	-	untreated	OT-hR37X-NT-R1_S7	36	8787	0.004096961420279959
chr1_27293403-27293618	-	untreated	OT-hR37X-NT-R2_S8	38	7642	0.004972520282648521
chr1_27293403-27293618	-	untreated	OT-hR37X-NT-R3_S9	21	5770	0.003639514731369151
chr20_1797181-1797350	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	41	9394	0.0043644879710453485
chr20_1797181-1797350	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	73	14773	0.00494144723482028
chr20_1797181-1797350	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	52	14380	0.0036161335187760778
chr20_1797181-1797350	+	untreated	OT-hR37X-NT-R1_S7	54	14025	0.0038502673796791446
chr20_1797181-1797350	+	untreated	OT-hR37X-NT-R2_S8	54	12949	0.004170206193528458
chr20_1797181-1797350	+	untreated	OT-hR37X-NT-R3_S9	35	10317	0.0033924590481729184
chr20_2127723-2127883	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	35	13414	0.0026092142537647235
chr20_2127723-2127883	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	118	22237	0.005306471196654225
chr20_2127723-2127883	+	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	36	15140	0.0023778071334214002
chr20_2127723-2127883	+	untreated	OT-hR37X-NT-R1_S7	79	18320	0.004312227074235808
chr20_2127723-2127883	+	untreated	OT-hR37X-NT-R2_S8	68	19046	0.0035703034757954425
chr20_2127723-2127883	+	untreated	OT-hR37X-NT-R3_S9	53	14501	0.0036549203503206677
chr20_29938364-29938551	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R1_S1	40	12141	0.0032946215303517007
chr20_29938364-29938551	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R2_S3	77	17901	0.004301435673984694
chr20_29938364-29938551	-	unsorted TadCBEd-treated	OT-hR37X-SpTadCBEd-US-R3_S5	44	11035	0.003987313094698686
chr20_29938364-29938551	-	untreated	OT-hR37X-NT-R1_S7	59	16937	0.0034834976678278324
chr20_29938364-29938551	-	untreated	OT-hR37X-NT-R2_S8	38	16859	0.00225398896731716
