amplicon	strand	p_value	editing_BE39max	editing_untreated	difference
chr15_12232312-12232478	+	0.6154688552756221	0.0031107634691929197	0.0032903459332897568	-1.795824640968371e-4
chr15_18445087-18445268	+	0.029494808157127374	0.05295376107231033	0.023773079305169156	0.029180681767141177
chr15_31592214-31592380	+	0.9040952619366674	0.004339268896481727	0.0046006611093811715	-2.6139221289944465e-4
chr15_76511545-76511714	-	0.0035612569154689455	0.00912551642801194	0.007633587786259542	0.0014919286417523986
chr16_10865109-10865273	-	0.28133431503668316	0.004199987761878583	0.003542111348119992	6.578764137585911e-4
chr16_38605005-38605248	-	0.447449429029377	0.002916443373040845	0.0028534004785268643	6.304289451398081e-5
chr16_94493928-94494090	-	0.08111115247958964	0.004737899375823311	0.0038278032653350363	9.100961104882748e-4
chr17_22031830-22032058	-	0.9644672885556923	0.09529150039856	0.10746223939852895	-0.012170738999968941
chr17_26188237-26188450	+	0.0946770210693292	0.004632659636860481	0.003930739352017668	7.019202848428125e-4
chr17_83028137-83028343	+	0.933333192291228	0.00282233840128073	0.0034860475001146215	-6.637090988338913e-4
chr17_9514356-9514526	+	0.8214207252679618	0.003931344406634256	0.004348383099464336	-4.170386928300804e-4
chr18_25527919-25528162	+	4.196982234054876e-4	0.10510641703842988	0.002698455687068558	0.10240796135136132
chr18_29058614-29058859	-	0.4182635973617454	0.0029984465497646154	0.0028796820037734336	1.1876454599118189e-4
chr18_4708989-4709206	+	0.598093014249378	0.002650362648305182	0.002753044470584379	-1.0268182227919686e-4
chr18_75680478-75680698	+	0.7603531792029483	0.0023651349140187054	0.002545235247474404	-1.801003334556987e-4
chr1_126739568-126739734	+	0.958802819159364	0.0031586827341468534	0.003738403381702936	-5.797206475560827e-4
chr1_188866703-188866860	+	0.4843229420019819	0.004262990751913474	0.004246760702908727	1.623004900474633e-5
chr1_71610094-71610322	-	0.6016447457556346	0.004132227406548503	0.004358586583799836	-2.2635917725133316e-4
chr1_74587666-74587826	+	0.3676912563607838	0.0038718301560868845	0.003749359836129288	1.224703199575964e-4
chr1_87930560-87930770	-	0.023229432249698586	0.0037946247120386203	0.002933686810679394	8.609379013592264e-4
chr2_102213624-102213815	+	0.6405522189114787	0.003430434677600576	0.0035806285704604508	-1.5019389285987486e-4
chr2_116601032-116601271	-	0.15258292102708257	0.0036678834295142205	0.0033252478211711323	3.4263560834308813e-4
chr2_124605016-124605260	+	0.05604338101080064	0.004454728161705886	0.003650761405712677	8.039667559932091e-4
chr2_32372437-32372644	+	0.2715455611511971	0.004397543172933293	0.004017354311173383	3.8018886175991e-4
chr3_130617464-130617687	+	0.001719990395865064	0.010058238722865957	0.005175772233724529	0.004882466489141428
chr3_144419940-144420160	+	0.01287099179440269	0.0038431640492562137	0.0023535589883577094	0.0014896050608985043
chr3_66197543-66197786	+	0.046955011652828095	0.008474833368839571	0.005990768177917269	0.002484065190922302
chr4_114264418-114264587	+	0.11320281173419844	0.01029147374170885	0.008130895108426357	0.0021605786332824922
chr4_129686058-129686303	-	0.3695677843753813	0.002915765531038402	0.0026580353085106055	2.577302225277964e-4
chr4_132720742-132720915	+	0.308624954740096	0.004921076471481306	0.0044688836282583185	4.5219284322298766e-4
chr4_138605179-138605335	+	0.8031598600638338	0.003749223063453845	0.0041395060394632125	-3.9028297600936755e-4
chr4_152306772-152307012	-	0.34593095151371117	0.0045061694399435425	0.004132721223872481	3.734482160710614e-4
chr4_53567961-53568166	-	0.2756461611122485	0.004719716152625653	0.004435137370794824	2.84578781830829e-4
chr4_85947221-85947405	+	0.8290351427570217	0.005179755864572344	0.005952070776602963	-7.723149120306191e-4
chr5_105817455-105817620	-	0.9424318721532776	0.0026574153560356634	0.003088758393817675	-4.313430377820117e-4
chr5_119220086-119220275	-	0.5502833279248524	0.002807672293816501	0.002884876196518992	-7.720390270249096e-5
chr5_123457646-123457835	+	0.15909794472159233	0.0022746741971954964	0.0019699407758702486	3.0473342132524787e-4
chr5_136040022-136040183	-	0.4363824248741336	0.0032954834154358997	0.0031938717576563648	1.0161165777953498e-4
chr5_27480436-27480617	-	0.26765356174008914	0.00408918960269098	0.0038440241265204466	2.45165476170533e-4
chr5_28083542-28083704	+	0.15959109181391065	0.004591443336634092	0.0037157835231240964	8.756598135099955e-4
chr5_67214627-67214846	+	0.520365862897455	0.0039594966992353466	0.003982650741076834	-2.3154041841487796e-5
chr5_92349481-92349710	+	0.6645121549992055	0.0037147581348705443	0.003950667071404021	-2.3590893653347702e-4
chr6_127307909-127308102	-	0.12268635604047563	0.0032304817295436754	0.0028053192951465475	4.2516243439712784e-4
chr6_133859819-133860012	+	0.7916600590019542	0.003005871096237561	0.0036325489812378607	-6.266778850002996e-4
chr6_136264046-136264277	-	0.05729014476221732	0.0058961393056700725	0.004430117755710382	0.0014660215499596903
chr7_111704209-111704381	-	0.7725882056923252	0.003315181240301187	0.0035671800785789694	-2.519988382777825e-4
chr7_133222940-133223156	+	0.16647863791836545	0.0031994817508009393	0.0027692664368987323	4.3021531390220703e-4
chr7_143405677-143405856	+	0.30125094376308054	0.005897862849756917	0.005517007268004627	3.808555817522898e-4
chr7_47704271-47704434	-	0.7809712938741822	0.0027136330269752545	0.003393893542872269	-6.802605158970146e-4
chr8_103143317-103143556	-	0.9391230207339621	0.003378049724201009	0.0038750870404147923	-4.970373162137831e-4
chr8_103485362-103485601	+	0.3406138505456745	0.00476837033867908	0.004442949576521126	3.254207621579538e-4
chr8_119830749-119830913	+	0.2215653577474369	0.005427957897845441	0.005159788271928477	2.681696259169636e-4
chr8_126188646-126188887	+	0.7729860983656195	0.0032795561694597348	0.0036661577734078505	-3.866016039481158e-4
chr8_41583648-41583813	-	0.876118500914763	0.00413548572602371	0.0046237449066352234	-4.8825918061151316e-4
chr8_88987876-88988052	+	0.48189250775446363	0.003219641084850063	0.0031977827758245068	2.1858309025556046e-5
chr8_94889916-94890149	+	0.06137696507567986	0.006545886467417246	0.0056375406550179296	9.083458123993167e-4
chr9_102992936-102993147	-	0.30309733140028394	0.0030680660211490733	0.002818018499843439	2.500475213056343e-4
chr9_118758414-118758609	+	0.18795192955104306	0.005950527810192601	0.005680840022558831	2.6968778763377006e-4
chr9_18834538-18834779	-	0.05459630229404091	0.00640819655006565	0.004991602527414864	0.001416594022650786
chr9_36581513-36581754	+	0.8999778645738237	0.003553743271386024	0.004397112533747817	-8.433692623617925e-4
chr9_46466622-46466793	+	0.6417428665112412	0.0032904732428545146	0.0034715211743191416	-1.8104793146462694e-4
chr9_58436125-58436357	-	6.953525395054403e-4	0.07570338120898654	0.004618663587117158	0.07108471762186938
chr9_78028346-78028570	+	0.15616447365385633	0.002897849315121601	0.001862745265472919	0.001035104049648682
chrX_13448114-13448287	+	0.14730345983761595	0.003396142248060008	0.0030660340506317415	3.301081974282664e-4
