amplicon	strand	treatment	sample	numerator	denominator	edited
chr10_6119668-6119902	gRNA NotFound	BE39max	BE39max_35dpi_114203_id3_S12	1895	14885	0.12730937185085656
chr10_6119668-6119902	gRNA NotFound	untreated	NT_35dpi_114199_id2_S3	2335	18570	0.12574044157242864
chr10_78069841-78070066	+	BE39max	BE39max_35dpi_114200_id2_S7	91	14619	0.006224775976468979
chr10_78069841-78070066	+	BE39max	BE39max_35dpi_114202_id2_S9	84	15196	0.005527770465912082
chr10_78069841-78070066	+	BE39max	BE39max_35dpi_114202_id4_S10	77	15004	0.005131964809384164
chr10_78069841-78070066	+	BE39max	BE39max_35dpi_114203_id2_S11	60	12327	0.004867364322219518
chr10_78069841-78070066	+	BE39max	BE39max_35dpi_114203_id3_S12	61	13456	0.004533293697978597
chr10_78069841-78070066	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	92	16744	0.005494505494505495
chr10_78069841-78070066	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	103	17072	0.006033270852858482
chr10_78069841-78070066	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	65	14968	0.004342597541421699
chr10_78069841-78070066	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	79	15074	0.005240811994162133
chr10_78069841-78070066	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	85	13357	0.006363704424646253
chr10_78069841-78070066	+	untreated	NT_35dpi_112448_id3_S2	79	14305	0.005522544564837469
chr10_78069841-78070066	+	untreated	NT_35dpi_112453_id3_S1	70	14040	0.004985754985754986
chr10_78069841-78070066	+	untreated	NT_35dpi_114199_id2_S3	65	14558	0.00446489902459129
chr10_78069841-78070066	+	untreated	NT_35dpi_114205_id1_S4	71	14210	0.0049964813511611545
chr10_78069841-78070066	+	untreated	NT_35dpi_114205_id4_S5	83	17288	0.00480101804720037
chr10_78069841-78070066	+	untreated	NT_35dpi_114206_id1_S6	67	14029	0.004775821512581082
chr10_79720035-79720254	+	BE39max	BE39max_35dpi_114200_id2_S7	271	82851	0.003270932155314963
chr10_79720035-79720254	+	BE39max	BE39max_35dpi_114202_id2_S9	301	77861	0.003865863526027151
chr10_79720035-79720254	+	BE39max	BE39max_35dpi_114202_id4_S10	273	85735	0.003184230477634572
chr10_79720035-79720254	+	BE39max	BE39max_35dpi_114203_id2_S11	275	77637	0.003542125532928887
chr10_79720035-79720254	+	BE39max	BE39max_35dpi_114203_id3_S12	330	94943	0.0034757696723297137
chr10_79720035-79720254	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	267	73516	0.003631862451711192
chr10_79720035-79720254	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	205	58992	0.0034750474640629237
chr10_79720035-79720254	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	241	71080	0.0033905458638154194
chr10_79720035-79720254	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	254	74730	0.003398902716445872
chr10_79720035-79720254	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	220	74222	0.002964080730780631
chr10_79720035-79720254	+	untreated	NT_35dpi_112448_id3_S2	158	51717	0.0030550882688477675
chr10_79720035-79720254	+	untreated	NT_35dpi_112453_id3_S1	221	68585	0.0032222789239629655
chr10_79720035-79720254	+	untreated	NT_35dpi_114199_id2_S3	205	61836	0.003315220906915066
chr10_79720035-79720254	+	untreated	NT_35dpi_114205_id1_S4	270	81402	0.0033168718213311714
chr10_79720035-79720254	+	untreated	NT_35dpi_114205_id4_S5	267	85861	0.003109677269074434
chr10_79720035-79720254	+	untreated	NT_35dpi_114206_id1_S6	306	86776	0.00352632064165207
chr11_103829451-103829633	+	BE39max	BE39max_35dpi_114200_id2_S7	281	59011	0.0047618240666994285
chr11_103829451-103829633	+	BE39max	BE39max_35dpi_114202_id2_S9	263	58522	0.004494036430743993
chr11_103829451-103829633	+	BE39max	BE39max_35dpi_114202_id4_S10	291	60205	0.004833485590897766
chr11_103829451-103829633	+	BE39max	BE39max_35dpi_114203_id2_S11	258	55380	0.004658721560130011
chr11_103829451-103829633	+	BE39max	BE39max_35dpi_114203_id3_S12	269	55319	0.004862705399591461
chr11_103829451-103829633	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	300	65556	0.004576240161083654
chr11_103829451-103829633	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	307	61943	0.0049561693815281796
chr11_103829451-103829633	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	270	62512	0.004319170719221909
chr11_103829451-103829633	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	328	61592	0.00532536693077023
chr11_103829451-103829633	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	272	58730	0.004631363868550996
chr11_103829451-103829633	+	untreated	NT_35dpi_112448_id3_S2	221	48969	0.004513059282403153
chr11_103829451-103829633	+	untreated	NT_35dpi_112453_id3_S1	251	58264	0.004307977481806948
chr11_103829451-103829633	+	untreated	NT_35dpi_114199_id2_S3	257	52231	0.0049204495414600525
chr11_103829451-103829633	+	untreated	NT_35dpi_114205_id1_S4	268	54398	0.004926651715136586
chr11_103829451-103829633	+	untreated	NT_35dpi_114205_id4_S5	268	56397	0.0047520258169760805
chr11_103829451-103829633	+	untreated	NT_35dpi_114206_id1_S6	288	57633	0.004997137056894488
chr11_113573551-113573732	+	BE39max	BE39max_35dpi_114200_id2_S7	191	23996	0.007959659943323887
chr11_113573551-113573732	+	BE39max	BE39max_35dpi_114202_id2_S9	171	22573	0.007575421964293625
chr11_113573551-113573732	+	BE39max	BE39max_35dpi_114202_id4_S10	163	23660	0.006889264581572274
chr11_113573551-113573732	+	BE39max	BE39max_35dpi_114203_id2_S11	157	19824	0.007919693301049233
chr11_113573551-113573732	+	BE39max	BE39max_35dpi_114203_id3_S12	155	21895	0.007079241836035624
chr11_113573551-113573732	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	290	28041	0.010341999215434543
chr11_113573551-113573732	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	227	27655	0.008208280600253118
chr11_113573551-113573732	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	246	27843	0.008835254821678698
chr11_113573551-113573732	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	235	25515	0.009210268469527728
chr11_113573551-113573732	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	220	24089	0.009132799202955707
chr11_113573551-113573732	+	untreated	NT_35dpi_112448_id3_S2	152	20658	0.007357924290831639
chr11_113573551-113573732	+	untreated	NT_35dpi_112453_id3_S1	174	22813	0.007627230088107658
chr11_113573551-113573732	+	untreated	NT_35dpi_114199_id2_S3	155	20699	0.007488284458186386
chr11_113573551-113573732	+	untreated	NT_35dpi_114205_id1_S4	191	21258	0.008984852761313387
chr11_113573551-113573732	+	untreated	NT_35dpi_114205_id4_S5	175	23831	0.007343376274600311
chr11_113573551-113573732	+	untreated	NT_35dpi_114206_id1_S6	161	22222	0.007245072450724507
chr11_30184706-30184927	+	BE39max	BE39max_35dpi_114200_id2_S7	604	119287	0.005063418478124188
chr11_30184706-30184927	+	BE39max	BE39max_35dpi_114202_id2_S9	613	123510	0.0049631608776617275
chr11_30184706-30184927	+	BE39max	BE39max_35dpi_114202_id4_S10	549	119335	0.004600494406502702
chr11_30184706-30184927	+	BE39max	BE39max_35dpi_114203_id2_S11	617	122064	0.0050547253899593655
chr11_30184706-30184927	+	BE39max	BE39max_35dpi_114203_id3_S12	504	101330	0.004973847823941577
chr11_30184706-30184927	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	658	129599	0.005077199669750538
chr11_30184706-30184927	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	595	112139	0.005305914980515253
chr11_30184706-30184927	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	588	119356	0.00492643855357083
chr11_30184706-30184927	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	619	124195	0.004984097588469745
chr11_30184706-30184927	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	567	106349	0.0053315028820205175
chr11_30184706-30184927	+	untreated	NT_35dpi_112448_id3_S2	492	98159	0.0050122760011817565
chr11_30184706-30184927	+	untreated	NT_35dpi_112453_id3_S1	498	107350	0.00463903120633442
chr11_30184706-30184927	+	untreated	NT_35dpi_114199_id2_S3	520	99783	0.005211308539530782
chr11_30184706-30184927	+	untreated	NT_35dpi_114205_id1_S4	517	112902	0.0045791925740908046
chr11_30184706-30184927	+	untreated	NT_35dpi_114205_id4_S5	555	111069	0.004996893822758826
chr11_30184706-30184927	+	untreated	NT_35dpi_114206_id1_S6	524	113068	0.004634379311564722
chr11_52420389-52420626	-	BE39max	BE39max_35dpi_114200_id2_S7	2107	102505	0.020555094873420807
chr11_52420389-52420626	-	BE39max	BE39max_35dpi_114202_id2_S9	2270	111656	0.02033030020778104
chr11_52420389-52420626	-	BE39max	BE39max_35dpi_114202_id4_S10	2238	109996	0.02034619440706935
chr11_52420389-52420626	-	BE39max	BE39max_35dpi_114203_id2_S11	2164	103427	0.020922969824127162
chr11_52420389-52420626	-	BE39max	BE39max_35dpi_114203_id3_S12	1915	91829	0.020853978590641302
chr11_52420389-52420626	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	2313	112875	0.02049169435215947
chr11_52420389-52420626	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	1790	90124	0.019861524122320357
chr11_52420389-52420626	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	2135	100401	0.02126472843895977
chr11_52420389-52420626	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	2191	107724	0.020339014518584532
chr11_52420389-52420626	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	1771	91192	0.019420563207298885
chr11_52420389-52420626	-	untreated	NT_35dpi_112448_id3_S2	1606	78640	0.020422177009155645
chr11_52420389-52420626	-	untreated	NT_35dpi_112453_id3_S1	1816	94879	0.019140168003457036
chr11_52420389-52420626	-	untreated	NT_35dpi_114199_id2_S3	1844	91994	0.020044785529491054
chr11_52420389-52420626	-	untreated	NT_35dpi_114205_id1_S4	2285	107609	0.021234283377784387
chr11_52420389-52420626	-	untreated	NT_35dpi_114205_id4_S5	2050	101178	0.020261321631184645
chr11_52420389-52420626	-	untreated	NT_35dpi_114206_id1_S6	2091	100555	0.020794590025359255
chr11_5261227-5261385	+	BE39max	BE39max_35dpi_114200_id2_S7	48	5421	0.008854454897620365
chr11_5261227-5261385	+	BE39max	BE39max_35dpi_114202_id2_S9	20	2960	0.006756756756756757
chr11_5261227-5261385	+	BE39max	BE39max_35dpi_114202_id4_S10	19	3090	0.006148867313915857
chr11_5261227-5261385	+	BE39max	BE39max_35dpi_114203_id2_S11	20	2422	0.008257638315441783
chr11_5261227-5261385	+	BE39max	BE39max_35dpi_114203_id3_S12	16	3421	0.00467699503069278
chr11_5261227-5261385	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	26	4545	0.00572057205720572
chr11_5261227-5261385	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	49	8189	0.005983636585663695
chr11_5261227-5261385	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	35	7226	0.004843620260171603
chr11_5261227-5261385	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	21	4749	0.004421983575489577
chr11_5261227-5261385	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	31	5126	0.006047600468201327
chr11_5261227-5261385	+	untreated	NT_35dpi_112448_id3_S2	19	5862	0.0032412146025247355
chr11_5261227-5261385	+	untreated	NT_35dpi_112453_id3_S1	36	6704	0.0053699284009546535
chr11_5261227-5261385	+	untreated	NT_35dpi_114199_id2_S3	32	6421	0.004983647406945959
chr11_5261227-5261385	+	untreated	NT_35dpi_114205_id1_S4	19	2816	0.006747159090909091
chr11_5261227-5261385	+	untreated	NT_35dpi_114205_id4_S5	13	3861	0.003367003367003367
chr11_5261227-5261385	+	untreated	NT_35dpi_114206_id1_S6	23	3573	0.006437167646235657
chr11_53055472-53055684	+	BE39max	BE39max_35dpi_114200_id2_S7	612	95918	0.006380449967680727
chr11_53055472-53055684	+	BE39max	BE39max_35dpi_114202_id2_S9	574	97325	0.005897765219624968
chr11_53055472-53055684	+	BE39max	BE39max_35dpi_114202_id4_S10	612	102512	0.005970032776650538
chr11_53055472-53055684	+	BE39max	BE39max_35dpi_114203_id2_S11	534	91336	0.005846544626434265
chr11_53055472-53055684	+	BE39max	BE39max_35dpi_114203_id3_S12	566	90923	0.0062250475677221384
chr11_53055472-53055684	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	668	104803	0.006373863343606576
chr11_53055472-53055684	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	539	91610	0.005883637157515555
chr11_53055472-53055684	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	617	94386	0.006536986417477168
chr11_53055472-53055684	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	579	99437	0.005822782264147148
chr11_53055472-53055684	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	500	87564	0.00571010917728747
chr11_53055472-53055684	+	untreated	NT_35dpi_112448_id3_S2	475	79661	0.005962767226120686
chr11_53055472-53055684	+	untreated	NT_35dpi_112453_id3_S1	560	90498	0.006187982054852041
chr11_53055472-53055684	+	untreated	NT_35dpi_114199_id2_S3	531	82429	0.006441907581069769
chr11_53055472-53055684	+	untreated	NT_35dpi_114205_id1_S4	550	87297	0.006300331053759007
chr11_53055472-53055684	+	untreated	NT_35dpi_114205_id4_S5	548	97810	0.005602699110520397
chr11_53055472-53055684	+	untreated	NT_35dpi_114206_id1_S6	471	86337	0.005455366760485076
chr11_71871185-71871353	+	BE39max	BE39max_35dpi_114200_id2_S7	405	53107	0.007626113318394938
chr11_71871185-71871353	+	BE39max	BE39max_35dpi_114202_id2_S9	271	45721	0.005927254434504932
chr11_71871185-71871353	+	BE39max	BE39max_35dpi_114202_id4_S10	330	49231	0.006703093579248847
chr11_71871185-71871353	+	BE39max	BE39max_35dpi_114203_id2_S11	300	42328	0.007087507087507087
chr11_71871185-71871353	+	BE39max	BE39max_35dpi_114203_id3_S12	366	49192	0.007440234184420231
chr11_71871185-71871353	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	416	59138	0.007034394128986438
chr11_71871185-71871353	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	341	59294	0.005751003474213243
chr11_71871185-71871353	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	428	58861	0.0072713681384957785
chr11_71871185-71871353	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	381	54544	0.00698518627163391
chr11_71871185-71871353	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	396	52431	0.00755278365852263
chr11_71871185-71871353	+	untreated	NT_35dpi_112448_id3_S2	349	45920	0.007600174216027875
chr11_71871185-71871353	+	untreated	NT_35dpi_112453_id3_S1	395	52330	0.00754825148098605
chr11_71871185-71871353	+	untreated	NT_35dpi_114199_id2_S3	337	45407	0.0074217631642698265
chr11_71871185-71871353	+	untreated	NT_35dpi_114205_id1_S4	298	40377	0.007380439359041038
chr11_71871185-71871353	+	untreated	NT_35dpi_114205_id4_S5	339	48591	0.006976600605050318
chr11_71871185-71871353	+	untreated	NT_35dpi_114206_id1_S6	337	45963	0.007331984422252681
chr12_100442589-100442788	-	BE39max	BE39max_35dpi_114200_id2_S7	1199	127999	0.009367260681724075
chr12_100442589-100442788	-	BE39max	BE39max_35dpi_114202_id2_S9	1228	124527	0.009861315216780296
chr12_100442589-100442788	-	BE39max	BE39max_35dpi_114202_id4_S10	1213	123633	0.009811296336738573
chr12_100442589-100442788	-	BE39max	BE39max_35dpi_114203_id2_S11	1218	119077	0.010228675562871083
chr12_100442589-100442788	-	BE39max	BE39max_35dpi_114203_id3_S12	1089	116841	0.009320358435823042
chr12_100442589-100442788	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	1155	123876	0.00932383996900126
chr12_100442589-100442788	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	999	112483	0.008881342069468275
chr12_100442589-100442788	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	1112	114993	0.009670153835450853
chr12_100442589-100442788	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	1138	122719	0.009273217676154466
chr12_100442589-100442788	-	TadCBEd	TadCBEd_35dpi_112453_id2_S18	1049	111229	0.009430993715667677
chr12_100442589-100442788	-	untreated	NT_35dpi_112448_id3_S2	935	96706	0.009668479722044133
chr12_100442589-100442788	-	untreated	NT_35dpi_112453_id3_S1	1004	111314	0.009019530337603537
chr12_100442589-100442788	-	untreated	NT_35dpi_114199_id2_S3	963	101579	0.009480305968753384
chr12_100442589-100442788	-	untreated	NT_35dpi_114205_id1_S4	1141	112442	0.010147453798402732
chr12_100442589-100442788	-	untreated	NT_35dpi_114205_id4_S5	1307	122234	0.010692605985241422
chr12_100442589-100442788	-	untreated	NT_35dpi_114206_id1_S6	1112	121837	0.009126948299777572
chr12_111466032-111466188	+	BE39max	BE39max_35dpi_114200_id2_S7	262	56387	0.004646461063720361
chr12_111466032-111466188	+	BE39max	BE39max_35dpi_114202_id2_S9	212	55674	0.0038078815964363976
chr12_111466032-111466188	+	BE39max	BE39max_35dpi_114202_id4_S10	256	59534	0.004300063829072462
chr12_111466032-111466188	+	BE39max	BE39max_35dpi_114203_id2_S11	200	51588	0.003876870590059704
chr12_111466032-111466188	+	BE39max	BE39max_35dpi_114203_id3_S12	253	56093	0.0045103667124240104
chr12_111466032-111466188	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	260	62687	0.004147590409494792
chr12_111466032-111466188	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	244	65414	0.003730088360289846
chr12_111466032-111466188	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	254	65855	0.003856958469364513
chr12_111466032-111466188	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	244	60695	0.004020100502512563
chr12_111466032-111466188	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	234	55685	0.004202208853371644
chr12_111466032-111466188	+	untreated	NT_35dpi_112448_id3_S2	191	49906	0.0038271951268384562
chr12_111466032-111466188	+	untreated	NT_35dpi_112453_id3_S1	234	56482	0.00414291278637442
chr12_111466032-111466188	+	untreated	NT_35dpi_114199_id2_S3	196	51511	0.0038050125215973287
chr12_111466032-111466188	+	untreated	NT_35dpi_114205_id1_S4	198	50574	0.00391505516668644
chr12_111466032-111466188	+	untreated	NT_35dpi_114205_id4_S5	227	59531	0.00381313937276377
chr12_111466032-111466188	+	untreated	NT_35dpi_114206_id1_S6	215	52175	0.004120747484427408
chr13_101231637-101231880	+	BE39max	BE39max_35dpi_114200_id2_S7	675	144924	0.0046576136457729565
chr13_101231637-101231880	+	BE39max	BE39max_35dpi_114202_id2_S9	633	132826	0.004765633234457109
chr13_101231637-101231880	+	BE39max	BE39max_35dpi_114202_id4_S10	646	126543	0.005104984076558956
chr13_101231637-101231880	+	BE39max	BE39max_35dpi_114203_id2_S11	631	129129	0.004886586281935119
chr13_101231637-101231880	+	BE39max	BE39max_35dpi_114203_id3_S12	644	125342	0.005137942589076287
chr13_101231637-101231880	+	TadCBEd	TadCBEd_35dpi_112448_id2_S14	796	149836	0.005312474972636749
chr13_101231637-101231880	+	TadCBEd	TadCBEd_35dpi_112451_id1_S15	608	123754	0.004912972509979475
chr13_101231637-101231880	+	TadCBEd	TadCBEd_35dpi_112451_id2_S16	665	137474	0.0048372783217190156
chr13_101231637-101231880	+	TadCBEd	TadCBEd_35dpi_112453_id1_S17	742	143008	0.005188520921906466
chr13_101231637-101231880	+	TadCBEd	TadCBEd_35dpi_112453_id2_S18	734	144712	0.005072143291503123
chr13_101231637-101231880	+	untreated	NT_35dpi_112448_id3_S2	556	109721	0.005067398219119403
chr13_101231637-101231880	+	untreated	NT_35dpi_112453_id3_S1	667	133745	0.004987102321582115
chr13_101231637-101231880	+	untreated	NT_35dpi_114199_id2_S3	616	119218	0.00516700498246909
chr13_101231637-101231880	+	untreated	NT_35dpi_114205_id1_S4	640	118120	0.005418218760582459
chr13_101231637-101231880	+	untreated	NT_35dpi_114205_id4_S5	641	122762	0.005221485475961617
chr13_101231637-101231880	+	untreated	NT_35dpi_114206_id1_S6	743	137779	0.005392694097068494
chr13_114845677-114845838	-	BE39max	BE39max_35dpi_114200_id2_S7	288	59670	0.0048265460030165915
chr13_114845677-114845838	-	BE39max	BE39max_35dpi_114202_id2_S9	248	51261	0.004837985993250229
chr13_114845677-114845838	-	BE39max	BE39max_35dpi_114202_id4_S10	266	53587	0.004963890495829212
chr13_114845677-114845838	-	BE39max	BE39max_35dpi_114203_id2_S11	207	47989	0.004313488507783033
chr13_114845677-114845838	-	BE39max	BE39max_35dpi_114203_id3_S12	236	49304	0.0047866298880415385
chr13_114845677-114845838	-	TadCBEd	TadCBEd_35dpi_112448_id2_S14	278	61042	0.0045542413420268015
chr13_114845677-114845838	-	TadCBEd	TadCBEd_35dpi_112451_id1_S15	286	57999	0.0049311195020603805
chr13_114845677-114845838	-	TadCBEd	TadCBEd_35dpi_112451_id2_S16	279	60424	0.004617370581226003
chr13_114845677-114845838	-	TadCBEd	TadCBEd_35dpi_112453_id1_S17	281	57386	0.00489666469173666
